order_book_id,date,open,volume,close,low,total_turnover,prev_close,high
399976.XSHE,2014-02-20,1402.068,914459801.0,1375.3,1374.23,11334589844.0,1371.724,1405.67
399976.XSHE,2014-02-25,1373.401,1175350999.0,1312.332,1302.279,15021623884.0,1375.3,1379.9920000000006
399976.XSHE,2014-03-06,1445.014,1269384252.0,1429.0870000000002,1407.269,15669762173.0,1312.332,1445.014
399976.XSHE,2014-03-14,1353.994,682177834.0,1348.628,1341.953,7893078473.0,1429.0870000000002,1363.118
399976.XSHE,2014-03-17,1347.221,931229666.0,1395.297,1347.221,11151669344.0,1348.628,1395.297
399976.XSHE,2014-03-19,1392.73,953673973.0,1395.9879999999994,1383.036,11706735059.0,1395.297,1397.5220000000006
399976.XSHE,2014-03-20,1386.6470000000006,995450452.0,1337.203,1337.203,12060825373.0,1395.9879999999994,1389.841
399976.XSHE,2014-03-28,1345.586,1074300670.0,1311.88,1310.15,10314707942.0,1337.203,1350.6129999999996
399976.XSHE,2014-04-03,1312.253,606141216.0,1308.697,1303.488,6398443646.0,1311.88,1320.217
399976.XSHE,2014-04-23,1333.136,587160814.0,1319.439,1315.179,7080106658.0,1308.697,1335.3529999999996
399976.XSHE,2014-05-23,1246.778,365375340.0,1256.245,1242.405,4700969787.0,1319.439,1256.369
399976.XSHE,2014-05-26,1275.037,628907121.0,1285.081,1275.037,9080377593.0,1256.245,1290.795
399976.XSHE,2014-05-28,1285.317,546193940.0,1298.297,1282.663,7922393672.0,1285.081,1298.637
399976.XSHE,2014-06-03,1281.578,392696998.0,1277.768,1277.768,5491537037.0,1298.297,1285.483
399976.XSHE,2014-06-05,1258.024,381041759.0,1272.958,1257.475,5114560519.0,1277.768,1272.958
399976.XSHE,2014-06-10,1266.207,396216988.0,1279.383,1259.431,5656991596.0,1272.958,1279.383
399976.XSHE,2014-06-12,1285.986,476232588.0,1283.33,1280.147,6200154903.0,1279.383,1289.62
399976.XSHE,2014-06-13,1284.641,787272893.0,1317.695,1284.641,11019291055.0,1283.33,1320.379
399976.XSHE,2014-06-18,1313.9620000000002,600758913.0,1313.2979999999998,1306.447,8109231601.0,1317.695,1315.8970000000004
399976.XSHE,2014-06-26,1326.453,601723813.0,1344.321,1326.453,8569226700.0,1313.2979999999998,1344.981
399976.XSHE,2014-07-02,1390.434,925202706.0,1398.984,1381.659,13149660358.0,1344.321,1398.984
399976.XSHE,2014-07-04,1428.7120000000002,1116856336.0,1420.424,1417.569,16525810455.0,1398.984,1434.079
399976.XSHE,2014-07-09,1438.109,1212593164.0,1420.991,1420.304,18214161888.0,1420.424,1454.841
399976.XSHE,2014-07-10,1435.533,1261692389.0,1432.881,1424.694,18113458722.0,1420.991,1447.8570000000002
399976.XSHE,2014-07-11,1434.06,1240885674.0,1445.06,1426.437,17786569201.0,1432.881,1451.219
399976.XSHE,2014-07-17,1464.027,1003709035.0,1453.918,1441.546,12395888165.0,1445.06,1464.027
399976.XSHE,2014-07-21,1449.3339999999994,932460757.0,1460.378,1448.6729999999998,12617142710.0,1453.918,1462.62
399976.XSHE,2014-08-01,1573.2179999999994,1210589887.0,1553.567,1547.466,17317931820.0,1460.378,1580.8010000000006
399976.XSHE,2014-08-12,1596.0510000000006,1109399530.0,1608.231,1593.073,15645295362.0,1553.567,1608.231
