order_book_id,date,prev_close,low,volume,close,high,total_turnover,open
000941.XSHG,2014-09-01,1321.114,1322.7579999999996,437623300.0,1338.3339999999996,1338.4029999999998,6225585574.0,1322.874
000941.XSHG,2014-09-02,1338.3339999999996,1337.668,620625300.0,1359.729,1360.0179999999998,8664281698.0,1341.7120000000002
000941.XSHG,2014-09-03,1359.729,1366.7220000000002,981877600.0,1384.43,1385.901,13200342263.0,1370.443
000941.XSHG,2014-09-04,1384.43,1376.023,679834000.0,1387.618,1388.31,9380956573.0,1385.723
000941.XSHG,2014-09-05,1387.618,1387.6729999999998,903344200.0,1410.744,1412.1629999999998,12806636149.0,1392.4260000000006
000941.XSHG,2014-09-09,1410.744,1399.0279999999998,698192800.0,1412.2979999999998,1415.481,9657907187.0,1413.585
000941.XSHG,2014-09-10,1412.2979999999998,1397.17,630554400.0,1406.819,1412.061,8853175190.0,1406.942
000941.XSHG,2014-09-11,1406.819,1399.195,786613000.0,1409.496,1427.5739999999994,10692033474.0,1406.076
000941.XSHG,2014-09-12,1409.496,1405.0320000000006,556036300.0,1418.014,1418.014,7615670128.0,1410.003
000941.XSHG,2014-09-15,1418.014,1411.359,617834800.0,1417.1270000000006,1422.081,8161279121.0,1419.934
000941.XSHG,2014-09-16,1417.1270000000006,1360.649,808991900.0,1361.0739999999996,1418.9620000000002,10499497336.0,1416.794
000941.XSHG,2014-09-17,1361.0739999999996,1345.658,499789100.0,1362.417,1369.14,6528146090.0,1361.921
000941.XSHG,2014-09-18,1362.417,1355.542,367517700.0,1370.165,1370.599,4781167960.0,1361.862
000941.XSHG,2014-09-19,1370.165,1359.062,427885100.0,1377.964,1379.23,5541549917.0,1371.554
000941.XSHG,2014-09-22,1377.964,1356.236,450087100.0,1359.297,1378.781,6044644489.0,1378.781
000941.XSHG,2014-09-23,1359.297,1357.151,423598400.0,1378.489,1378.489,5668069520.0,1357.425
000941.XSHG,2014-09-24,1378.489,1371.054,565655200.0,1395.556,1398.22,7516737185.0,1374.329
000941.XSHG,2014-09-25,1395.556,1392.25,595843100.0,1396.5929999999994,1413.205,8000874500.0,1399.917
000941.XSHG,2014-09-26,1396.5929999999994,1391.914,497893400.0,1402.744,1406.51,6705682031.0,1394.582
000941.XSHG,2014-09-29,1402.744,1404.409,546019200.0,1412.3239999999994,1415.581,7552708359.0,1407.725
000941.XSHG,2014-09-30,1412.3239999999994,1411.6270000000006,493040500.0,1418.56,1421.606,7142415393.0,1413.3470000000002
000941.XSHG,2014-10-08,1418.56,1415.715,513431500.0,1430.611,1430.8629999999994,7193906468.0,1426.76
000941.XSHG,2014-10-09,1430.611,1416.305,666418200.0,1431.432,1437.905,9467845379.0,1433.069
000941.XSHG,2014-10-10,1431.432,1408.7779999999998,548593800.0,1417.414,1427.054,7828421964.0,1426.8729999999994
000941.XSHG,2014-10-13,1417.414,1394.826,517351000.0,1415.912,1416.16,7512163653.0,1412.858
000941.XSHG,2014-10-14,1415.912,1398.93,473049500.0,1407.622,1422.39,6927484663.0,1412.895
000941.XSHG,2014-10-15,1407.622,1394.87,411752400.0,1411.531,1413.861,5998205059.0,1405.5120000000006
000941.XSHG,2014-10-16,1411.531,1384.616,471142500.0,1384.935,1414.3,6621391502.0,1406.566
000941.XSHG,2014-10-17,1384.935,1354.135,448372600.0,1373.375,1388.672,5957439105.0,1384.4679999999994
000941.XSHG,2014-10-20,1373.375,1373.977,349652400.0,1389.981,1390.136,4852426136.0,1376.429
000941.XSHG,2014-10-21,1389.981,1378.226,313344200.0,1379.761,1393.215,4413680987.0,1390.886
000941.XSHG,2014-10-22,1379.761,1359.679,305714000.0,1360.679,1384.396,4325741432.0,1380.898
000941.XSHG,2014-10-23,1360.679,1341.624,362353200.0,1345.852,1366.987,4892946522.0,1360.379
000941.XSHG,2014-10-24,1345.852,1344.6270000000004,277308800.0,1351.7720000000004,1357.1429999999998,3767897816.0,1347.1529999999998
000941.XSHG,2014-10-27,1351.7720000000004,1348.5970000000002,294611200.0,1365.039,1365.971,4096596945.0,1351.6989999999996
000941.XSHG,2014-10-28,1365.039,1367.495,465973300.0,1395.2620000000006,1395.703,6559026629.0,1367.649
000941.XSHG,2014-10-29,1395.2620000000006,1393.775,634697400.0,1410.254,1411.336,9127701389.0,1400.6170000000006
000941.XSHG,2014-10-30,1410.254,1399.8770000000006,551503400.0,1402.0020000000006,1415.763,7951712013.0,1411.224
000941.XSHG,2014-10-31,1402.0020000000006,1391.322,474943300.0,1401.0970000000002,1406.955,6620690167.0,1402.767
000941.XSHG,2014-11-03,1401.0970000000002,1394.136,429999700.0,1401.7120000000002,1408.003,6188681928.0,1402.033
000941.XSHG,2014-11-04,1401.7120000000002,1391.759,618683000.0,1400.5120000000006,1403.812,8134359252.0,1403.368
000941.XSHG,2014-11-05,1400.5120000000006,1396.537,530344800.0,1397.191,1406.938,7233704689.0,1403.8929999999998
000941.XSHG,2014-11-06,1397.191,1391.078,536334200.0,1413.369,1413.636,7508567366.0,1396.796
000941.XSHG,2014-11-07,1413.369,1391.267,642583000.0,1396.8570000000002,1423.037,8909756827.0,1417.437
000941.XSHG,2014-11-10,1396.8570000000002,1397.781,539317600.0,1417.181,1417.39,7225346601.0,1399.17
000941.XSHG,2014-11-11,1417.181,1384.57,875131500.0,1403.065,1426.362,11644535231.0,1423.015
000941.XSHG,2014-11-12,1403.065,1389.611,501863800.0,1408.5020000000006,1408.5020000000006,6221236393.0,1399.3429999999994
000941.XSHG,2014-11-13,1408.5020000000006,1376.565,521978600.0,1382.634,1411.309,6721150911.0,1410.256
000941.XSHG,2014-11-14,1382.634,1360.619,578177500.0,1369.668,1375.3929999999998,6524728271.0,1371.895
000941.XSHG,2014-11-17,1369.668,1367.239,498086900.0,1376.064,1386.4589999999994,6014483844.0,1374.595
000941.XSHG,2014-11-18,1376.064,1365.208,428519500.0,1372.608,1379.031,5371338927.0,1376.148
000941.XSHG,2014-11-19,1372.608,1367.1329999999996,453522000.0,1373.09,1378.226,5563594866.0,1373.1989999999996
000941.XSHG,2014-11-20,1373.09,1368.351,474899500.0,1373.542,1382.984,5631398557.0,1372.511
000941.XSHG,2014-11-21,1373.542,1371.58,449588300.0,1383.5510000000006,1384.453,5633077312.0,1373.358
000941.XSHG,2014-11-24,1383.5510000000006,1386.061,682918500.0,1396.4260000000006,1403.119,8421870110.0,1395.1329999999994
000941.XSHG,2014-11-25,1396.4260000000006,1399.419,662324100.0,1416.438,1416.6070000000002,8563245355.0,1399.592
000941.XSHG,2014-11-26,1416.438,1404.671,685191100.0,1415.4720000000002,1427.2,8846634773.0,1420.655
000941.XSHG,2014-11-27,1415.4720000000002,1401.878,678821000.0,1414.971,1421.491,8925981511.0,1419.4820000000002
000941.XSHG,2014-11-28,1414.971,1389.32,695208300.0,1401.325,1413.396,9042792737.0,1413.313
000941.XSHG,2014-12-01,1401.325,1380.776,701278700.0,1384.7520000000006,1400.7879999999998,8939548541.0,1400.509
000941.XSHG,2014-12-02,1384.7520000000006,1384.599,696989200.0,1405.265,1406.181,9314018051.0,1385.786
000941.XSHG,2014-12-03,1405.265,1401.753,1094870900.0,1430.219,1430.219,14203969080.0,1409.314
000941.XSHG,2014-12-04,1430.219,1429.065,1035955700.0,1451.888,1452.7979999999998,13958294660.0,1431.3470000000002
000941.XSHG,2014-12-05,1451.888,1383.908,1097759100.0,1411.592,1456.5479999999998,14698328396.0,1452.303
000941.XSHG,2014-12-08,1411.592,1392.814,1089892700.0,1433.878,1441.5220000000006,15139675934.0,1404.289
000941.XSHG,2014-12-09,1433.878,1395.086,1528656100.0,1401.2779999999998,1472.167,21143525705.0,1430.692
000941.XSHG,2014-12-10,1401.2779999999998,1404.33,1073333100.0,1465.129,1465.236,14743821619.0,1407.126
000941.XSHG,2014-12-11,1465.129,1450.151,942110400.0,1465.567,1482.456,12930881547.0,1464.624
000941.XSHG,2014-12-12,1465.567,1459.64,769187500.0,1475.9679999999994,1479.687,10454904786.0,1466.9160000000006
000941.XSHG,2014-12-15,1475.9679999999994,1466.46,973613200.0,1494.8570000000002,1496.303,12968129012.0,1473.735
000941.XSHG,2014-12-16,1494.8570000000002,1472.7520000000006,942769200.0,1479.911,1502.725,12389680804.0,1495.9620000000002
000941.XSHG,2014-12-17,1479.911,1439.292,969955500.0,1451.027,1479.729,12660158804.0,1478.5479999999998
000941.XSHG,2014-12-18,1451.027,1453.901,983028200.0,1473.6570000000006,1482.848,12727915520.0,1454.62
000941.XSHG,2014-12-19,1473.6570000000006,1434.501,1150778300.0,1463.333,1475.6629999999998,15032180335.0,1475.26
000941.XSHG,2014-12-22,1463.333,1420.19,1209616700.0,1434.651,1485.281,15988251355.0,1466.349
000941.XSHG,2014-12-23,1434.651,1398.8470000000002,722125100.0,1399.939,1437.537,9580045772.0,1433.866
000941.XSHG,2014-12-24,1399.939,1386.8729999999994,646842800.0,1408.521,1412.505,8404212794.0,1405.674
000941.XSHG,2014-12-25,1408.521,1409.496,663358400.0,1436.296,1436.307,8850377753.0,1415.6429999999998
000941.XSHG,2014-12-26,1436.296,1425.2179999999994,724792500.0,1438.746,1443.654,9518712393.0,1437.697
000941.XSHG,2014-12-29,1438.746,1413.292,964104000.0,1425.15,1443.326,12588748361.0,1443.1029999999994
000941.XSHG,2014-12-30,1425.15,1390.681,855942000.0,1394.751,1428.3929999999998,11859888168.0,1424.635
000941.XSHG,2014-12-31,1394.751,1394.955,784086100.0,1418.15,1421.19,10496484717.0,1395.101
000941.XSHG,2015-01-05,1418.15,1418.37,1185655700.0,1452.28,1456.74,15352897199.0,1422.872
000941.XSHG,2015-01-06,1452.28,1440.255,1416565100.0,1489.73,1494.602,20377872985.0,1447.315
000941.XSHG,2015-01-07,1489.73,1476.325,1169244000.0,1497.15,1499.828,16582258721.0,1480.253
000941.XSHG,2015-01-08,1497.15,1494.814,1340696800.0,1502.321,1525.341,18949744319.0,1504.812
000941.XSHG,2015-01-09,1502.321,1484.364,1148203300.0,1484.371,1514.958,16156998669.0,1497.009
000941.XSHG,2015-01-12,1484.371,1461.039,907897900.0,1477.592,1485.019,12591280486.0,1474.516
000941.XSHG,2015-01-13,1477.592,1479.523,994715900.0,1503.5479999999998,1504.957,14009342005.0,1479.523
000941.XSHG,2015-01-14,1503.5479999999998,1491.808,862792100.0,1500.437,1511.741,12038681503.0,1506.479
000941.XSHG,2015-01-15,1500.437,1494.971,782860100.0,1510.872,1511.409,11025173221.0,1502.1170000000006
000941.XSHG,2015-01-16,1510.872,1523.892,1318623000.0,1545.177,1551.7220000000002,18434658947.0,1524.84
000941.XSHG,2015-01-19,1545.177,1463.74,1387228200.0,1483.513,1546.5739999999994,19875093174.0,1504.096
000941.XSHG,2015-01-20,1483.513,1490.446,1107848700.0,1529.943,1530.265,16213041671.0,1490.446
000941.XSHG,2015-01-21,1529.943,1533.2720000000006,1298846300.0,1567.598,1567.608,18693486385.0,1536.428
000941.XSHG,2015-01-22,1567.598,1555.371,1072781700.0,1572.779,1576.464,15510538466.0,1569.451
000941.XSHG,2015-01-23,1572.779,1564.906,1520274600.0,1573.1129999999994,1590.917,20764293204.0,1577.031
000941.XSHG,2015-01-26,1573.1129999999994,1570.0870000000002,1467078300.0,1609.1570000000006,1609.1570000000006,20379176456.0,1572.38
000941.XSHG,2015-01-27,1609.1570000000006,1572.287,1385488600.0,1602.931,1618.817,19277518666.0,1611.909
000941.XSHG,2015-01-28,1602.931,1584.06,1056536900.0,1592.31,1610.542,15040358115.0,1595.27
000941.XSHG,2015-01-29,1592.31,1574.4,1117522200.0,1589.6129999999994,1595.555,15319526604.0,1586.009
000941.XSHG,2015-01-30,1589.6129999999994,1553.207,925630200.0,1554.1660000000006,1594.591,12923960630.0,1591.009
000941.XSHG,2015-02-02,1554.1660000000006,1523.374,770937600.0,1529.108,1545.583,11221219323.0,1530.401
000941.XSHG,2015-02-03,1529.108,1531.451,715069100.0,1546.958,1548.0839999999994,10451502405.0,1535.19
000941.XSHG,2015-02-04,1546.958,1526.1629999999998,867614600.0,1527.533,1556.957,13020993102.0,1551.408
000941.XSHG,2015-02-05,1527.533,1507.497,893858100.0,1508.7089999999994,1543.864,12860152641.0,1542.221
000941.XSHG,2015-02-06,1508.7089999999994,1481.504,690984000.0,1487.914,1511.203,9909272227.0,1506.31
000941.XSHG,2015-02-09,1487.914,1473.247,581201800.0,1477.271,1493.29,7949414646.0,1488.693
000941.XSHG,2015-02-10,1477.271,1477.586,553307300.0,1492.54,1492.6529999999998,8119219990.0,1480.396
000941.XSHG,2015-02-11,1492.54,1493.81,554174400.0,1504.889,1506.939,8326292383.0,1494.229
000941.XSHG,2015-02-12,1504.889,1498.8670000000006,562654400.0,1515.99,1518.689,8299762549.0,1505.356
000941.XSHG,2015-02-13,1515.99,1522.858,798956900.0,1535.151,1548.277,11712874541.0,1522.858
000941.XSHG,2015-02-16,1535.151,1536.303,950631000.0,1558.485,1559.723,12434845940.0,1537.15
000941.XSHG,2015-02-17,1558.485,1556.9589999999994,788346500.0,1560.019,1570.131,11081408916.0,1565.039
000941.XSHG,2015-02-25,1560.019,1555.507,737724300.0,1559.356,1572.491,10788547703.0,1562.351
000941.XSHG,2015-02-26,1559.356,1552.751,857646600.0,1583.585,1583.844,11939160021.0,1559.323
000941.XSHG,2015-02-27,1583.585,1585.6029999999994,976908800.0,1590.618,1599.389,13745141860.0,1585.996
000941.XSHG,2015-03-02,1590.618,1610.909,1278322800.0,1645.01,1645.2979999999998,19152610758.0,1618.0320000000006
000941.XSHG,2015-03-03,1645.01,1630.099,1464277200.0,1632.946,1664.034,23442022423.0,1651.348
000941.XSHG,2015-03-04,1632.946,1634.662,1127947300.0,1651.118,1651.197,16399590588.0,1637.679
000941.XSHG,2015-03-05,1651.118,1633.957,1098417800.0,1647.552,1652.822,16503846471.0,1649.2279999999994
000941.XSHG,2015-03-06,1647.552,1627.226,920848100.0,1629.885,1657.95,15306320514.0,1649.914
000941.XSHG,2015-03-09,1629.885,1609.3670000000006,773815700.0,1645.705,1645.927,12052031484.0,1624.719
000941.XSHG,2015-03-10,1645.705,1643.082,1065895400.0,1666.141,1675.194,15329479178.0,1645.845
000941.XSHG,2015-03-11,1666.141,1655.41,869435000.0,1660.235,1675.162,13515413146.0,1667.139
000941.XSHG,2015-03-12,1660.235,1650.376,1130126900.0,1662.317,1675.811,16416184346.0,1670.9229999999998
000941.XSHG,2015-03-13,1662.317,1656.305,810247800.0,1669.234,1669.336,12064090807.0,1666.098
000941.XSHG,2015-03-16,1669.234,1675.8629999999994,1200499500.0,1706.977,1707.1629999999998,18258289133.0,1675.9160000000006
